#Position (bp)	mapping quality
7920.0	43.62111093920346
23233.0	43.94827975210381
37327.5	43.29482338811839
50665.5	3.302666962288464
63701.5	32.47036809279858
76465.5	0.9985782918764473
89016.5	43.77950235858512
101377.5	40.56614452308759
113514.5	1.543195709321158
125434.0	0.9979271809661139
137300.5	43.683835849952054
148889.0	43.90848643667325
159968.0	43.848713217546155
170703.0	1.6561398057203074
181289.5	1.2686141272206846
187010.5	43.96579547447816
192238.5	43.858483237628135
202103.5	1.1765155939926155
212263.5	1.673942770968855
222346.5	43.87784394853199
232301.5	19.649744520738473
242145.0	40.25863218378642
251881.0	43.82750197157091
261464.5	2.039269531786352
270978.0	1.8961105238216747
280379.0	32.85626747014194
289584.0	43.733593094772154
298647.5	2.994001849255824
307521.5	43.86685658032033
316214.0	42.78495337065669
324845.0	43.87086307340607
333443.0	21.906010739650096
342014.5	1.80327542105438
350518.5	4.8913141229812265
358972.0	1.081967816769157
367379.5	18.96752014849492
373262.0	43.993533834586465
377439.0	43.92258750119211
384083.0	5.553631341034656
392367.5	3.821161886778572
400577.5	43.748694656340376
408756.0	43.881106279107684
416913.0	4.367536286879803
425047.5	1.2078552215233511
433166.0	0.9871333608451954
441240.0	42.37962439675349
449272.5	3.3144688907749558
457292.5	3.9988640134786717
465308.0	1.6097436520471389
473322.5	3.1914279932331646
481331.0	42.497654869261794
489307.0	2.635806208808357
497252.0	1.4199311708281468
505179.0	43.712875973284746
513089.5	43.90588340847408
520987.0	43.23386316632197
528834.0	1.545302979781139
536627.0	2.343321921989383
544401.0	1.7244280830922956
552166.5	1.2859667586727297
559244.0	24.462121241767402
563117.0	1.0
567661.5	1.9353849253881719
575393.0	1.8394357046730707
583117.5	43.850591748302264
590837.0	3.1713314686925966
598549.5	1.701294376234986
606234.5	5.580194483766805
613887.0	1.8615266831794641
621529.0	41.32521439023395
629169.0	1.1901904990457906
636796.0	1.0928713540298058
644410.5	2.921656020117848
652022.0	12.679983436459834
659628.5	2.5124941700782504
667200.0	1.7776483943736083
674731.0	1.249082597019209
682245.0	39.88656748306195
689747.5	1.9864452827238435
697241.5	43.93863124368834
704724.5	1.690242250348192
712177.5	1.2168873151353399
719596.5	35.286770602765216
727003.0	3.9163085547748766
734401.5	7.490865461526155
741793.5	4.8492450892479635
747704.5	2.856599947273428
751382.5	3.5689692069908454
756514.5	43.95511066792803
763853.0	2.2885892811385093
771187.0	32.120185056618226
778509.0	21.09351145038168
785813.0	43.934076761162615
793106.0	30.68547179231153
800390.5	43.92576383219242
807659.0	21.24307176634919
814905.0	4.181206364546997
822133.5	15.977216646772643
829342.0	8.84976990738044
836527.5	2.7402232423741055
843683.5	38.13102925047212
850815.5	1.5631586330241447
857945.0	17.149690242949028
865066.0	2.2481691580091967
872168.0	3.473735702046017
879258.5	43.758395754443185
