final.contigs:
avg=939.388 
255	21
232	7
294	112
400	76
245	11
443	50
267	148
231	18
277	130
268	151
597	38
542	55
438	60
362	92
300	107
346	101
459	72
828	29
477	64
616	35
298	133
275	144
533	43
370	97
388	84
437	62
407	80
1745	8
484	49
429	73
1707	14
257	21
282	136
591	49
2268	3
1548	13
1186	14
638	30
489	52
945	28
1769	10
348	118
1992	7
528	34
1301	10
881	22
439	61
2185	7
216	9
1106	12
928	19
1495	10
427	68
350	92
478	53
1855	10
1153	18
397	87
764	21
760	25
283	155
328	107
1496	15
560	37
1438	8
431	61
1395	10
454	64
1152	12
373	102
1113	19
1708	5
376	83
465	72
360	79
1171	7
263	151
1807	5
494	61
1122	14
1923	5
1247	15
212	15
421	57
377	68
1593	15
1859	5
2194	5
1228	16
2082	8
1545	10
287	127
1121	14
1556	7
2227	6
550	42
589	48
669	30
322	114
1172	15
425	72
310	117
3137	3
2140	4
1085	15
700	25
682	20
647	32
3595	2
280	128
497	34
324	111
1427	11
304	131
1942	7
4916	1
1849	8
317	113
1027	12
306	111
2127	3
854	18
302	114
365	89
656	36
313	131
441	52
343	105
1903	6
3152	3
455	65
239	15
3332	1
988	17
538	39
856	22
549	56
2477	3
652	23
889	21
1355	8
271	130
849	19
468	66
3420	3
291	132
1851	5
273	147
2034	5
488	52
336	101
1408	11
1442	7
330	110
578	40
430	68
315	117
521	32
281	148
1246	14
864	16
4190	1
2618	4
1484	10
1298	10
870	17
896	17
301	115
2385	12
637	25
411	92
991	19
318	122
464	64
352	100
265	124
883	18
1700	14
770	20
624	36
553	38
356	104
2229	5
2454	5
1577	11
426	71
1749	8
913	13
744	24
1684	13
292	130
274	133
1041	14
1889	6
259	14
934	17
248	11
340	108
1888	10
824	24
1233	11
2207	5
4284	1
2287	3
1096	13
1124	17
476	61
902	22
1005	18
380	65
1188	17
333	122
596	37
894	22
303	126
752	23
1426	7
914	20
1050	14
458	66
470	47
1969	10
1546	10
278	145
217	21
1802	9
1174	20
674	41
2210	7
246	14
1713	8
405	78
3373	3
1191	12
620	33
201	14
395	91
285	135
6398	1
1750	6
261	142
341	91
1513	7
786	25
337	120
1657	9
505	41
1119	8
1235	16
607	28
276	140
862	20
554	42
1262	12
272	146
569	32
1841	8
309	103
2745	3
295	128
1625	11
390	95
759	19
658	45
1848	6
381	86
530	46
264	137
1752	6
374	90
2570	2
3403	1
491	53
1620	9
2357	4
416	70
2256	5
875	10
1479	11
2674	3
359	95
690	33
353	90
1472	12
640	45
467	46
1300	16
3527	2
461	67
293	126
717	22
404	85
435	74
2108	6
1839	3
1714	13
1691	8
414	59
392	84
382	99
384	100
308	122
680	28
706	22
3034	2
453	61
1212	13
1629	10
358	105
1952	12
651	20
1759	5
420	72
364	108
289	120
2090	11
1508	7
448	72
726	19
727	17
493	52
507	63
522	52
1985	6
1647	10
1899	7
880	19
537	40
1480	13
2050	9
761	19
1234	15
579	35
323	122
1078	18
2611	5
446	64
252	22
2981	1
873	17
379	85
1200	15
804	23
524	39
6883	1
408	60
319	123
518	48
1844	4
4914	1
2129	5
719	23
874	24
3081	4
984	19
1455	12
571	41
209	9
1319	14
1335	12
1380	14
531	50
1377	12
334	109
1635	6
536	44
929	22
327	117
1423	9
391	83
904	23
1063	16
688	19
908	24
982	19
1187	10
367	94
544	37
529	49
1646	7
1972	12
639	32
1819	8
342	113
2940	2
626	34
428	59
339	113
3354	2
1376	13
568	39
734	31
1436	9
1690	10
576	25
3456	3
2053	10
3483	3
4473	2
976	12
1719	11
286	127
723	27
520	58
396	79
822	21
1852	10
1644	8
1608	11
5757	1
2877	3
1224	17
860	16
1520	8
1584	12
312	129
572	45
583	31
492	57
781	29
843	21
1606	13
320	119
314	135
683	33
1276	8
2198	12
985	19
418	69
621	34
378	89
667	27
1090	12
1415	18
279	140
321	128
1295	20
912	16
1451	5
331	115
2706	4
1108	14
3325	1
509	37
2329	6
826	17
1399	8
332	112
806	17
1230	12
361	78
1500	12
1448	9
368	85
1634	8
746	17
329	106
594	32
1145	15
2799	2
1222	20
1799	6
1926	5
363	86
2742	3
3110	1
779	19
305	137
485	51
810	25
959	15
1167	17
730	32
451	75
2377	11
311	128
1919	6
345	112
369	91
1868	11
2514	3
266	140
921	18
288	114
2633	2
780	23
546	44
2733	7
660	38
592	33
643	36
2182	4
1569	11
2607	3
387	87
2086	7
1599	8
995	17
499	36
473	59
402	79
3072	2
2631	7
415	60
943	17
662	34
710	25
555	44
503	54
2016	6
2677	2
3234	2
865	18
664	36
1526	9
1882	9
307	122
1481	12
1765	11
1439	11
541	41
718	30
1568	5
3025	3
1071	19
1738	5
357	95
774	16
1850	11
953	21
498	67
1155	19
587	40
2197	4
543	44
1237	14
385	89
447	59
383	63
628	32
1021	20
1315	13
2294	8
788	21
1373	11
375	76
601	29
1693	10
737	27
1494	10
644	37
2205	3
629	33
545	37
561	41
462	68
1092	15
1316	11
2842	3
2700	5
1181	9
1252	10
566	31
262	119
1961	6
1487	15
708	24
773	20
1365	16
372	86
349	102
1483	10
2710	4
676	36
403	75
1118	21
2315	5
619	30
410	81
595	34
525	46
547	42
1114	12
590	32
5669	1
1405	15
532	39
1782	13
1976	6
1214	21
1322	9
290	138
1105	11
830	26
2361	6
1201	12
419	58
4856	1
540	31
496	48
1388	10
1204	20
1198	9
1640	10
805	17
412	74
701	28
1115	16
1061	15
2151	7
325	111
4367	1
593	35
809	21
1514	11
979	12
890	21
3556	1
2660	4
2884	3
1241	10
588	31
534	47
1864	9
747	29
224	18
1550	14
2008	6
641	27
516	56
2115	2
338	112
2947	3
1312	16
474	62
2835	4
483	36
1019	21
1244	19
1381	17
284	127
466	61
514	47
695	22
1987	5
1028	15
1109	16
5815	1
1686	10
254	19
500	43
831	23
909	24
269	129
2574	5
452	55
432	63
1150	17
4264	1
1328	9
1828	8
1273	12
743	34
996	10
1931	8
1158	10
1518	12
4131	1
1564	9
946	16
504	48
1562	9
270	152
1112	19
2274	5
691	28
551	44
1413	14
2223	9
1643	9
256	14
3792	1
1178	16
351	111
816	23
807	17
2208	5
241	20
1450	9
471	58
512	53
487	46
1698	10
502	42
539	45
606	32
297	119
2204	4
765	23
515	52
2390	7
1136	17
1232	14
1146	13
778	15
2632	4
1736	10
1956	3
649	33
1572	6
480	46
2986	4
675	27
316	116
926	16
2776	3
803	18
1148	9
2338	6
1726	8
1271	9
442	75
1080	14
1076	16
2272	3
1055	18
552	44
394	92
6887	1
229	18
6908	1
1869	8
657	26
1491	10
986	16
1499	13
457	57
260	18
3449	1
2043	6
2224	7
645	25
801	27
1336	15
777	16
4299	2
1193	13
558	37
693	30
2642	9
475	54
605	47
355	82
792	18
1578	12
401	63
386	80
933	16
2123	4
1798	10
1040	12
4089	1
783	23
1075	12
1811	7
1008	17
1817	5
2291	1
981	19
2242	3
335	104
603	35
251	12
424	72
794	21
855	19
1177	13
3022	3
1006	17
399	66
299	115
2438	7
705	20
434	59
557	32
829	21
3504	3
766	27
1616	11
977	17
893	17
1211	12
1307	8
1062	17
820	20
1169	13
1221	10
1709	12
1531	13
2669	6
2316	8
707	28
1218	13
1074	14
635	35
2818	6
440	43
1036	8
1911	10
2116	7
444	69
835	23
523	53
398	72
1996	5
4925	1
511	51
673	28
247	13
510	48
3256	4
1342	15
1073	15
815	26
495	45
1727	16
722	21
2000	10
689	31
962	21
469	56
1440	16
950	23
1279	13
456	71
994	17
973	14
517	53
1296	12
409	85
3032	3
784	28
1250	18
2532	5
1056	12
1398	12
1431	11
1151	13
1053	20
610	34
714	27
1045	15
712	18
535	56
2784	2
1881	9
573	36
2484	6
584	29
1645	13
612	32
653	26
3604	2
1456	12
1742	10
2539	1
615	32
472	58
1240	15
632	33
575	40
1088	15
2084	4
1824	8
6588	1
1313	11
1917	10
1032	15
1929	8
1293	10
565	45
2331	2
1433	11
2507	9
3190	3
559	45
853	16
663	28
1239	10
768	26
1101	19
2286	3
672	31
371	80
1908	10
366	88
1317	18
460	61
2270	5
745	31
1611	11
6434	1
581	23
2114	7
508	49
1024	13
2020	4
1739	11
1284	13
2704	4
2092	6
2598	1
728	21
243	10
1449	8
3839	2
1311	15
1283	8
1637	11
751	20
836	24
2546	7
347	115
1185	15
1033	12
