final.contigs:
avg=934.407 
260	138
341	91
349	103
422	83
348	108
375	63
603	41
357	87
570	49
524	48
352	89
680	28
507	55
294	116
956	20
861	19
1045	16
255	141
595	38
558	42
591	34
1207	11
1398	13
428	69
312	129
284	139
404	88
379	106
575	47
273	154
544	49
706	23
1397	11
329	110
395	77
2021	7
959	18
940	12
343	95
278	133
316	138
361	89
602	35
1575	12
298	125
764	31
365	87
291	125
490	50
675	25
2131	7
517	49
293	121
330	108
1735	10
3244	2
1164	8
1553	16
1685	10
438	47
561	41
687	24
1479	12
656	46
1688	8
318	128
535	62
666	25
1085	21
232	21
262	126
1745	14
1192	18
673	21
308	137
446	68
1394	15
1186	15
2639	2
577	39
980	21
245	13
1896	9
814	28
5186	2
527	46
2236	5
304	110
546	40
423	60
614	31
344	99
1081	15
264	136
1002	18
258	162
1778	8
385	107
331	127
472	42
1278	16
4620	1
1183	13
335	111
369	91
529	53
342	121
902	23
221	15
416	87
1229	7
433	77
514	51
601	31
2134	6
2336	5
290	120
585	41
1490	11
823	26
1040	14
301	125
295	119
269	145
266	139
707	18
615	32
2539	4
661	40
1981	7
402	81
894	20
476	59
2313	4
2311	5
307	111
267	134
1222	22
4975	2
1634	9
414	63
1520	8
641	24
382	92
314	118
653	29
932	18
285	127
734	20
920	17
315	121
1259	6
624	38
397	83
2200	2
1842	12
513	42
3987	2
1677	9
554	37
288	108
1094	13
3868	5
309	120
505	40
742	22
1368	9
962	23
1212	11
832	26
456	58
481	54
625	31
1167	12
1638	9
2596	3
484	50
296	113
362	76
2413	4
1295	15
1131	16
411	84
508	46
462	53
370	81
923	23
452	53
683	28
292	109
1158	12
1129	13
3053	4
1133	13
504	47
282	126
323	107
500	50
1103	17
351	109
281	152
1899	9
559	44
431	71
364	86
822	18
1119	6
918	15
639	39
833	22
611	31
4014	1
1177	16
275	154
3274	3
219	10
1145	23
412	68
763	22
270	154
1542	13
317	105
1070	16
2033	6
372	85
2266	5
1297	17
974	15
2620	4
1357	11
705	22
300	108
373	93
753	26
310	117
286	131
1751	6
1810	12
257	142
637	29
2871	3
1506	9
674	29
568	34
1757	10
747	29
328	118
4259	1
1260	8
697	21
